,certainty,name,geometry,geometry_source,locality,date,period,domestic
458,,Altenburg (bei Wilhelmsburg),POINT (15.603 48.071),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
459,3.0,Hohenberg,POINT (15.622 47.91),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
460,,Arnstein,POINT (16.066 48.03),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
461,1.0,Türnitz,POINT (15.485 47.929),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
462,1.0,Stranzendorf,POINT (16.082 48.452),POINT (15.606 48.105),Wilhelmsburg,1267-01-14,3,True
463,1.0,Admont,POINT (14.467 47.583),POINT (16.388 48.221),Wien,1267-01-16,3,True
464,1.0,Lilienfeld,POINT (15.598 48.014),POINT (16.384 48.728),Laa an der Thaya,1267-01-21,3,True
465,1.0,Straning-Grafenberg,POINT (15.864 48.611),POINT (16.384 48.728),Laa an der Thaya,1267-01-21,3,True
466,1.0,Olomouc,POINT (17.252 49.596),POINT (15.579 49.607),Havlíčkův Brod,1267-02-10,3,True
467,1.0,Olomouc,POINT (17.252 49.596),POINT (15.579 49.607),Havlíčkův Brod,1267-02-10,3,True
468,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1267-05-19,3,True
469,1.0,Drchkov,POINT (14.076 50.266),POINT (14.41 50.09),Praha,1267-05-19,3,True
470,,Vyšínek,POINT (14.07 50.298),POINT (14.41 50.09),Praha,1267-05-19,3,True
471,1.0,Olomouc,POINT (17.252 49.596),POINT (14.126 50.404),Budyně nad Ohří,1267-08-08,3,True
472,1.0,Zwettl,POINT (15.169 48.607),POINT (16.61 49.19),Brno,1267-11-18,3,True
473,1.0,Krems an der Donau,POINT (15.62 48.41),POINT (16.61 49.19),Brno,1267-11-18,3,True
474,1.0,Eggenburg,POINT (15.819 48.639),POINT (16.61 49.19),Brno,1267-11-18,3,True
475,1.0,Střílky,POINT (17.215 49.14),POINT (16.61 49.19),Brno,1267-11-18,3,True
476,1.0,Marienthal,POINT (14.926 50.997),POINT (14.41 50.09),Praha,1267-12-11,3,True
477,1.0,Temritz,POINT (14.395 51.196),POINT (14.41 50.09),Praha,1267-12-11,3,True
478,1.0,Oberseifersdorf,POINT (14.805 50.942),POINT (14.41 50.09),Praha,1267-12-11,3,True
479,1.0,Vyšehrad,POINT (14.418 50.065),POINT (14.41 50.09),Praha,1267-12-11,3,True
480,1.0,Lilienfeld,POINT (15.598 48.014),POINT (14.41 50.09),Praha,1267-12-11,3,True
481,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1268-02-22,3,True
482,1.0,Vyšehrad,POINT (14.418 50.065),POINT (14.41 50.09),Praha,1268-03-14,3,True
483,1.0,Zlatá Koruna,POINT (14.37 48.855),POINT (14.148 49.309),Písek,1268-04-01,3,True
484,1.0,Mokrá,POINT (14.132 48.758),POINT (14.148 49.309),Písek,1268-04-01,3,True
485,1.0,Dolní Vltavice,POINT (14.076 48.697),POINT (14.148 49.309),Písek,1268-04-01,3,True
486,1.0,Göttweig,POINT (15.613 48.368),POINT (16.295 48.014),Traiskirchen,1268-04-16,3,True
487,3.0,Hohenberg,POINT (15.622 47.91),POINT (16.295 48.014),Traiskirchen,1268-04-16,3,True
488,1.0,Sankt Veit an der Gölsen,POINT (15.671 48.044),POINT (16.295 48.014),Traiskirchen,1268-04-16,3,True
489,1.0,Litomyšl,POINT (16.313 49.868),POINT (14.41 50.09),Praha,1268-06-23,3,True
490,1.0,Mělník,POINT (14.474 50.351),POINT (14.41 50.09),Praha,1268-06-23,3,True
491,1.0,Heiligenkreuz,POINT (16.131 48.056),POINT (16.05 48.86),Znojmo,1268-08-18,3,True
492,1.0,Seefeld,POINT (16.191 48.724),POINT (16.05 48.86),Znojmo,1268-08-18,3,True
493,1.0,Ladendorf,POINT (16.49 48.535),POINT (16.05 48.86),Znojmo,1268-08-18,3,True
494,1.0,Mailberg,POINT (16.183 48.673),POINT (16.05 48.86),Znojmo,1268-08-18,3,True
495,1.0,Marchegg,POINT (16.891 48.257),POINT (16.05 48.86),Znojmo,1268-08-18,3,True
496,2.0,Böhmen,POINT (nan nan),POINT (16.61 49.19),Brno,1268-09-01,3,True
497,2.0,Mähren,POINT (nan nan),POINT (16.61 49.19),Brno,1268-09-01,3,True
498,2.0,Oberösterreich,POINT (nan nan),POINT (16.61 49.19),Brno,1268-09-01,3,True
499,2.0,Niederösterreich,POINT (nan nan),POINT (16.61 49.19),Brno,1268-09-01,3,True
500,2.0,Steiermark,POINT (nan nan),POINT (16.61 49.19),Brno,1268-09-01,3,True
501,1.0,St. Pölten,POINT (15.633 48.2),POINT (17.395 49.105),Velehrad,1268-09-15,3,True
502,1.0,Perchtoldsdorf,POINT (16.268 48.122),POINT (17.395 49.105),Velehrad,1268-09-15,3,True
503,1.0,Pichel (Dürnstein),POINT (15.525 48.407),POINT (17.395 49.105),Velehrad,1268-09-15,3,True
504,1.0,Melk,POINT (15.33 48.228),POINT (17.209 48.977),Vracov,1268-09-17,3,True
505,1.0,Pfannberg,POINT (15.343 47.243),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
506,1.0,Ptuj,POINT (15.879 46.422),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
507,2.0,Liechtenstein,POINT (16.27 48.093),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
508,1.0,Wildon,POINT (15.503 46.888),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
509,1.0,Stubenberg,POINT (15.807 47.251),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
510,1.0,Pfannberg,POINT (15.343 47.243),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
511,1.0,Sankt Peter am Kammersberg,POINT (14.189 47.186),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
512,1.0,Rabenstein,POINT (14.815 47.401),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
513,1.0,Eppenstein,POINT (14.738 47.131),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
514,1.0,Stubenberg,POINT (15.807 47.251),POINT (17.395 49.105),Velehrad,1268-10-13,3,True
515,1.0,Vyšehrad,POINT (14.418 50.065),POINT (14.41 50.09),Praha,1268-11-26,3,True
516,1.0,Prácheň,POINT (13.681 49.316),POINT (14.41 50.09),Praha,1268-11-26,3,True
517,1.0,Dolní Bukovsko,POINT (14.58 49.171),POINT (14.41 50.09),Praha,1268-11-26,3,True
518,1.0,Písek,POINT (14.148 49.309),POINT (14.41 50.09),Praha,1268-11-26,3,True
519,1.0,Doudleby,POINT (14.5 48.894),POINT (14.41 50.09),Praha,1268-11-26,3,True
520,1.0,Göttweig,POINT (15.613 48.368),POINT (17 49.28),Vyškov,1269-01-27,3,True
521,1.0,Sankt Veit an der Gölsen,POINT (15.671 48.044),POINT (17 49.28),Vyškov,1269-01-27,3,True
522,1.0,St. Pölten,POINT (15.633 48.2),POINT (17 49.28),Vyškov,1269-01-27,3,True
523,1.0,Perchtoldsdorf,POINT (16.268 48.122),POINT (17 49.28),Vyškov,1269-01-27,3,True
524,1.0,Pichel (Dürnstein),POINT (15.525 48.407),POINT (17 49.28),Vyškov,1269-01-27,3,True
525,1.0,Pohled,POINT (15.648 49.604),POINT (15.119 50.142),Poděbrady,1269-03-03,3,True
526,1.0,Mailberg,POINT (16.183 48.673),POINT (15.119 50.142),Poděbrady,1269-03-03,3,True
527,1.0,Michelstetten,POINT (16.429 48.583),POINT (15.119 50.142),Poděbrady,1269-03-03,3,True
528,1.0,Seckau,POINT (14.786 47.275),POINT (15.119 50.142),Poděbrady,1269-03-03,3,True
529,1.0,Melk,POINT (15.33 48.228),POINT (14.132 50.533),Litoměřice,1269-03-04,3,True
530,1.0,Waldhausen im Strudengau,POINT (14.948 48.273),POINT (14.41 50.09),Praha,1269-03-05,3,True
531,2.0,Machland,POINT (nan nan),POINT (14.41 50.09),Praha,1269-03-05,3,True
532,1.0,Waldhausen im Strudengau,POINT (14.948 48.273),POINT (14.41 50.09),Praha,1269-03-05,3,True
533,1.0,Stein an der Donau,POINT (15.582 48.402),POINT (14.41 50.09),Praha,1269-03-05,3,True
534,1.0,Seckau,POINT (14.786 47.275),POINT (14.41 50.09),Praha,1269-03-05,3,True
535,1.0,Waldsassen,POINT (12.306 50.004),POINT (14.41 50.09),Praha,1269-03-05,3,True
536,1.0,Molln,POINT (14.257 47.886),POINT (14.132 50.533),Litoměřice,1269-03-08,3,True
537,1.0,Seckau,POINT (14.786 47.275),POINT (14.41 50.09),Praha,1269-03-17,3,True
538,1.0,Pfannberg,POINT (15.343 47.243),POINT (14.41 50.09),Praha,1269-03-17,3,True
539,1.0,Ptuj,POINT (15.879 46.422),POINT (14.41 50.09),Praha,1269-03-17,3,True
540,2.0,Liechtenstein,POINT (16.27 48.093),POINT (14.41 50.09),Praha,1269-03-17,3,True
541,1.0,Wildon,POINT (15.503 46.888),POINT (14.41 50.09),Praha,1269-03-17,3,True
542,1.0,Stubenberg,POINT (15.807 47.251),POINT (14.41 50.09),Praha,1269-03-17,3,True
543,1.0,Plasy,POINT (13.39 49.934),POINT (13.872 50.038),Křivoklát,1269-03-28,3,True
544,1.0,Ledce,POINT (13.328 49.822),POINT (13.872 50.038),Křivoklát,1269-03-28,3,True
545,1.0,Plzeň,POINT (13.374 49.745),POINT (13.872 50.038),Křivoklát,1269-03-28,3,True
546,1.0,Stříbro,POINT (13.003 49.752),POINT (13.872 50.038),Křivoklát,1269-03-28,3,True
547,1.0,Rakovník,POINT (13.733 50.104),POINT (13.872 50.038),Křivoklát,1269-03-28,3,True
548,1.0,Litomyšl,POINT (16.313 49.868),POINT (14.41 50.09),Praha,1269-05-24,3,True
549,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1269-05-24,3,True
550,1.0,Svitavy ,POINT (16.468 49.756),POINT (14.41 50.09),Praha,1269-05-24,3,True
551,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1269-05-24,3,True
552,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1269-05-24,3,True
553,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1269-05-24,3,True
554,1.0,Gleink,POINT (14.417 48.067),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
555,1.0,Reinsberg,POINT (15.072 47.986),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
556,3.0,Freising,POINT (11.746 48.399),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
557,1.0,Randegg,POINT (14.973 48.011),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
558,1.0,Reichersberg,POINT (13.358 48.338),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
559,1.0,Neuburg am Inn,POINT (13.405 48.518),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
560,1.0,Seckau,POINT (14.786 47.275),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
561,1.0,Winzendorf-Muthmannsdorf,POINT (16.116 47.81),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
562,1.0,Seckau,POINT (14.786 47.275),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
563,1.0,Dobi,POINT (15.374 46.948),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
564,1.0,Seckau,POINT (14.786 47.275),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
565,1.0,Seckau,POINT (14.786 47.275),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
566,1.0,Leibnitz,POINT (15.539 46.782),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
567,1.0,Sankt Georgen an der Stiefing,POINT (15.576 46.878),POINT (16.05 48.86),Znojmo,1269-06-14,3,True
568,1.0,Wien,POINT (16.388 48.221),POINT (15.893 49.094),Jaroměřice nad Rokytkou,1269-06-24,3,True
569,1.0,Altpölla,POINT (15.378 48.629),POINT (15.893 49.094),Jaroměřice nad Rokytkou,1269-06-24,3,True
570,1.0,Gars am Kamp,POINT (15.662 48.599),POINT (15.893 49.094),Jaroměřice nad Rokytkou,1269-06-24,3,True
571,1.0,Gars am Kamp,POINT (15.662 48.599),POINT (15.893 49.094),Jaroměřice nad Rokytkou,1269-06-24,3,True
572,1.0,Jihlava,POINT (15.591 49.396),POINT (16.61 49.19),Brno,1269-07-08,3,True
573,1.0,Klosterneuburg,POINT (16.325 48.305),POINT (17.829 50.201),Głubczyce,1269-07-19,3,True
574,1.0,Perg,POINT (14.633 48.25),POINT (14.148 49.309),Písek,1269-07-31,3,True
575,1.0,St. Pölten,POINT (15.633 48.2),POINT (14.41 50.09),Praha,1269-09-06,3,True
576,1.0,Falkenberg,POINT (15.732 48.498),POINT (14.41 50.09),Praha,1269-09-06,3,True
577,1.0,Pichel (Dürnstein),POINT (15.525 48.407),POINT (14.41 50.09),Praha,1269-09-06,3,True
578,1.0,Seckau,POINT (14.786 47.275),POINT (14.985 50.134),Sadská,1269-11-12,4,True
579,1.0,Glanz an der Weinstraße,POINT (15.537 46.662),POINT (14.985 50.134),Sadská,1269-11-12,4,True
580,1.0,Litomyšl,POINT (16.313 49.868),POINT (14.41 50.09),Praha,1269-12-28,4,True
581,1.0,Polička,POINT (16.265 49.715),POINT (14.41 50.09),Praha,1269-12-28,4,True
582,1.0,Jihlava,POINT (15.591 49.396),POINT (15.591 49.396),Jihlava,1270-01-12,4,True
583,1.0,Brixen,POINT (11.657 46.716),POINT (16.388 48.221),Wien,1270-02-10,4,True
584,1.0,Wilhering,POINT (14.19 48.324),POINT (16.388 48.221),Wien,1270-02-10,4,True
585,1.0,Wilhering,POINT (14.19 48.324),POINT (16.388 48.221),Wien,1270-02-10,4,True
586,1.0,Gramastetten,POINT (14.192 48.379),POINT (16.388 48.221),Wien,1270-02-10,4,True
587,1.0,Wilhering,POINT (14.19 48.324),POINT (16.388 48.221),Wien,1270-02-10,4,True
588,1.0,Eggendorf am Wagram,POINT (16.04 48.403),POINT (16.388 48.221),Wien,1270-02-10,4,True
589,1.0,Wilhering,POINT (14.19 48.324),POINT (16.388 48.221),Wien,1270-02-10,4,True
590,1.0,Salzburg,POINT (13.048 47.797),POINT (16.388 48.221),Wien,1270-02-10,4,True
591,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (16.388 48.221),Wien,1270-02-10,4,True
592,1.0,Rabenstein an der Pielach,POINT (15.471 48.062),POINT (16.388 48.221),Wien,1270-02-10,4,True
593,1.0,Mariazell,POINT (15.317 47.772),POINT (16.388 48.221),Wien,1270-02-10,4,True
594,1.0,Wilhering,POINT (14.19 48.324),POINT (16.388 48.221),Wien,1270-02-10,4,True
595,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (16.388 48.221),Wien,1270-02-10,4,True
596,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (16.388 48.221),Wien,1270-02-10,4,True
597,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (16.388 48.221),Wien,1270-02-10,4,True
598,1.0,St. Martin,POINT (13.654 47.1),POINT (16.388 48.221),Wien,1270-02-10,4,True
599,1.0,Admont,POINT (14.467 47.583),POINT (16.388 48.221),Wien,1270-02-10,4,True
600,1.0,Spital am Semmering,POINT (15.752 47.615),POINT (16.388 48.221),Wien,1270-02-10,4,True
601,1.0,Töscheldorf,POINT (14.462 46.883),POINT (16.388 48.221),Wien,1270-02-10,4,True
602,1.0,Hochosterwitz,POINT (14.452 46.756),POINT (16.388 48.221),Wien,1270-02-10,4,True
603,1.0,Spital am Semmering,POINT (15.752 47.615),POINT (16.388 48.221),Wien,1270-02-10,4,True
604,1.0,Brugga,POINT (14.461 46.847),POINT (16.388 48.221),Wien,1270-02-10,4,True
605,1.0,St. Lambrecht,POINT (14.3 47.072),POINT (16.388 48.221),Wien,1270-02-10,4,True
606,1.0,Rabenstein an der Pielach,POINT (15.471 48.062),POINT (16.388 48.221),Wien,1270-02-10,4,True
607,3.0,Freising,POINT (11.746 48.399),POINT (16.388 48.221),Wien,1270-02-10,4,True
608,3.0,Freising,POINT (11.746 48.399),POINT (16.388 48.221),Wien,1270-02-10,4,True
609,3.0,Freising,POINT (11.746 48.399),POINT (16.388 48.221),Wien,1270-02-10,4,True
610,1.0,Mondsee,POINT (13.35 47.855),POINT (16.388 48.221),Wien,1270-02-10,4,True
611,1.0,Bad Ischl,POINT (13.621 47.712),POINT (16.388 48.221),Wien,1270-02-10,4,True
612,1.0,Judenburg,POINT (14.667 47.167),POINT (16.388 48.221),Wien,1270-02-10,4,True
613,1.0,Wiener Neustadt,POINT (16.24 47.81),POINT (16.388 48.221),Wien,1270-02-10,4,True
614,1.0,Velehrad,POINT (17.395 49.105),POINT (16.61 49.19),Brno,1270-02-24,4,True
615,3.0,Alt-Melon/Altmelon,POINT (14.966 48.462),POINT (14.41 50.09),Praha,1270-03-22,4,True
616,1.0,Kremsmünster,POINT (14.128 48.053),POINT (16.05 48.86),Znojmo,1270-06-11,4,True
617,1.0,Martinsberg,POINT (15.149 48.376),POINT (16.05 48.86),Znojmo,1270-06-11,4,True
618,3.0,Freising,POINT (11.746 48.399),POINT (16.61 49.19),Brno,1270-07-28,4,True
619,1.0,Randegg,POINT (14.973 48.011),POINT (16.61 49.19),Brno,1270-07-28,4,True
620,3.0,Freising,POINT (11.746 48.399),POINT (16.61 49.19),Brno,1270-07-28,4,True
621,1.0,Ollern,POINT (16.085 48.267),POINT (16.61 49.19),Brno,1270-07-28,4,True
622,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1270-10-02,4,True
623,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1270-10-02,4,True
624,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1270-10-02,4,True
625,1.0,Olomouc,POINT (17.252 49.596),POINT (14.41 50.09),Praha,1270-10-02,4,True
626,1.0,Wrocław,POINT (17.034 51.109),POINT (14.41 50.09),Praha,1270-10-02,4,True
627,1.0,Lemberg pri Novi Cerkvi/Lemberg bei Neuhaus,POINT (15.247 46.322),POINT (14.253 49.639),Kamýk nad Vltavou,1270-10-02,4,True
628,1.0,Gurk,POINT (14.288 46.875),POINT (14.253 49.639),Kamýk nad Vltavou,1270-10-02,4,True
629,1.0,Straßberg,POINT (15.158 45.993),POINT (14.253 49.639),Kamýk nad Vltavou,1270-10-02,4,True
630,1.0,Tulln,POINT (16.059 48.331),POINT (16.388 48.221),Wien,1270-11-01,4,True
631,1.0,Tulln,POINT (16.059 48.331),POINT (16.388 48.221),Wien,1270-11-01,4,True
632,1.0,St. Pölten,POINT (15.633 48.2),POINT (16.388 48.221),Wien,1270-11-01,4,True
633,1.0,Seckau,POINT (14.786 47.275),POINT (16.388 48.221),Wien,1270-11-01,4,True
634,2.0,Arzwald,POINT (15.283 47.217),POINT (16.388 48.221),Wien,1270-11-01,4,True
635,3.0,Stadlau,POINT (16.449 48.221),POINT (16.388 48.221),Wien,1270-11-01,4,True
636,3.0,Žiče,POINT (15.476 46.315),POINT (15.079 46.516),Slovenj Gradec,1270-11-12,4,True
637,3.0,Žiče,POINT (15.476 46.315),POINT (15.079 46.516),Slovenj Gradec,1270-11-12,4,True
638,1.0,Prepolje,POINT (15.765 46.445),POINT (15.079 46.516),Slovenj Gradec,1270-11-12,4,True
639,1.0,Kostanjevica na Krki,POINT (15.42 45.846),POINT (15.42 45.846),Kostanjevica na Krki,1270-11-22,4,True
640,1.0,Kostanjevica na Krki,POINT (15.42 45.846),POINT (15.42 45.846),Kostanjevica na Krki,1270-11-22,4,True
641,1.0,Kostanjevica na Krki,POINT (15.42 45.846),POINT (14.806 45.957),Stična,1270-11-26,4,True
642,1.0,Kostanjevica na Krki,POINT (15.42 45.846),POINT (14.806 45.957),Stična,1270-11-26,4,True
643,1.0,Gurk,POINT (14.288 46.875),POINT (14.806 45.957),Stična,1270-11-26,4,True
644,1.0,Ljubljana,POINT (14.507 46.05),POINT (14.507 46.05),Ljubljana,1270-11-29,4,True
645,1.0,Kamnik,POINT (14.606 46.223),POINT (14.507 46.05),Ljubljana,1270-11-29,4,True
646,1.0,Viktring,POINT (14.27 46.589),POINT (13.856 46.61),Villach,1270-12-06,4,True
647,1.0,Muta,POINT (15.165 46.609),POINT (13.856 46.61),Villach,1270-12-06,4,True
648,1.0,Salzburg,POINT (13.048 47.797),POINT (14.326 46.984),Friesach,1270-12-09,4,True
649,1.0,Salzburg,POINT (13.048 47.797),POINT (14.667 47.167),Judenburg,1270-12-12,4,True
650,1.0,Klagenfurt,POINT (14.31 46.624),POINT (14.667 47.167),Judenburg,1270-12-12,4,True
651,1.0,Salzburg,POINT (13.048 47.797),POINT (14.667 47.167),Judenburg,1270-12-12,4,True
652,1.0,Salzburg,POINT (13.048 47.797),POINT (14.667 47.167),Judenburg,1270-12-12,4,True
653,1.0,Brno,POINT (16.61 49.19),POINT (16.61 49.19),Brno,1271-04-07,4,True
654,1.0,Diváky,POINT (16.79 48.989),POINT (16.61 49.19),Brno,1271-04-07,4,True
655,1.0,Bratislava,POINT (17.103 48.142),POINT (17.103 48.142),Bratislava,1271-04-16,4,False
656,1.0,Perchtoldsdorf,POINT (16.268 48.122),POINT (17.103 48.142),Bratislava,1271-04-16,4,False
657,1.0,Svätý Júr,POINT (17.213 48.254),POINT (17.213 48.254),Svätý Júr,1271-04-18,4,False
658,1.0,Pezinok,POINT (17.269 48.29),POINT (17.269 48.29),Pezinok,1271-04-19,4,False
659,1.0,Červený Kameň,POINT (17.335 48.392),POINT (17.335 48.392),Červený Kameň,1271-04-21,4,False
660,1.0,Trnava,POINT (17.586 48.377),POINT (17.586 48.377),Trnava,1271-04-25,4,False
661,1.0,Nitra,POINT (18.089 48.313),POINT (17.733 48.285),Sereď,1271-05-03,4,False
662,1.0,Bratislava,POINT (17.103 48.142),POINT (17.103 48.142),Bratislava,1271-05-11,4,False
663,1.0,Magyaróvár,POINT (17.264 47.873),POINT (17.264 47.873),Magyaróvár,1271-05-15,4,False
664,1.0,Lilienfeld,POINT (15.598 48.014),POINT (16.388 48.221),Wien,1271-06-22,4,True
665,1.0,Straning-Grafenberg,POINT (15.864 48.611),POINT (16.388 48.221),Wien,1271-06-22,4,True
666,1.0,Wien,POINT (16.388 48.221),POINT (16.388 48.221),Wien,1271-06-22,4,True
667,3.0,Chotěšov,POINT (13.203 49.654),POINT (14.41 50.09),Praha,1271-10-30,4,True
668,1.0,Staňkov,POINT (13.072 49.554),POINT (14.41 50.09),Praha,1271-10-30,4,True
669,1.0,Ohučov,POINT (13.08 49.57),POINT (14.41 50.09),Praha,1271-10-30,4,True
670,3.0,Chotěšov,POINT (13.203 49.654),POINT (14.41 50.09),Praha,1271-10-30,4,True
671,1.0,Hrušovany,POINT (14.28 50.52),POINT (14.41 50.09),Praha,1271-10-30,4,True
672,1.0,Vrutice,POINT (14.292 50.502),POINT (14.41 50.09),Praha,1271-10-30,4,True
673,1.0,Svařenice,POINT (14.3 50.5),POINT (14.41 50.09),Praha,1271-10-30,4,True
674,1.0,Trnová,POINT (14.357 49.915),POINT (14.41 50.09),Praha,1271-10-30,4,True
675,1.0,Litochovice nad Labem,POINT (14.034 50.557),POINT (14.41 50.09),Praha,1271-10-30,4,True
676,1.0,Rein,POINT (15.285 47.135),POINT (14.41 50.09),Praha,1271-10-30,4,True
677,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1271-10-30,4,True
678,1.0,Opava,POINT (17.903 49.939),POINT (17.034 51.109),Wrocław,1271-12-09,4,False
679,1.0,Jihlava,POINT (15.591 49.396),POINT (14.41 50.09),Praha,1272-02-05,4,True
680,1.0,Radlje ob Dravi,POINT (15.222 46.615),POINT (14.41 50.09),Praha,1272-02-05,4,True
681,1.0,Praha,POINT (14.41 50.09),POINT (14.41 50.09),Praha,1272-02-05,4,True
682,1.0,Kirchberg am Wechsel,POINT (15.989 47.61),POINT (14.394 49.976),Zbraslav,1272-02-27,4,True
683,1.0,Praha,POINT (14.41 50.09),POINT (15.119 50.142),Poděbrady,1272-03-08,4,True
684,1.0,Praha,POINT (14.41 50.09),POINT (15.119 50.142),Poděbrady,1272-03-08,4,True
